x,y,prediction,squared_error
52.0,176.0,155.13376802711468,435.3996367462614
53.0,135.0,158.11617196285553,534.3574062163082
54.0,152.0,161.09857589859638,82.78408338251892
55.0,143.0,164.08097983433723,444.4077107757329
56.0,176.0,167.06338377007808,79.86310964090394
57.0,158.0,170.04578770581892,145.10100145365834
58.0,147.0,173.02819164155977,677.466760129762
59.0,171.0,176.01059557730062,25.106068039264535
60.0,209.0,178.99299951304147,900.4200782243296
61.0,166.0,181.97540344878232,255.2135153513659
62.0,205.0,184.95780738452316,401.6894848358742
63.0,216.0,187.940211320264,787.3517407514399
64.0,170.0,190.92261525600486,437.7558291508073
65.0,190.0,193.9050191917457,15.249174887902306
66.0,220.0,196.88742312748656,534.1912096878433
67.0,172.0,199.8698270632274,776.7272605342026
68.0,193.0,202.85223099896825,97.06645565703097
69.0,204.0,205.8346349347091,3.365885343655066
70.0,226.0,208.81703887044995,295.25415317962796
71.0,242.0,211.7994428061908,912.0736548165409
72.0,192.0,214.78184674193164,519.0125409728615
73.0,232.0,217.7642506776725,202.65655876814807
74.0,199.0,220.74665461341334,472.91698687509177
75.0,241.0,223.7290585491542,298.285418598544
76.0,232.0,226.71146248489504,27.968629048672575
77.0,214.0,229.69386642063589,246.2974432287626
78.0,220.0,232.67627035637673,160.6878301479555
79.0,242.0,235.65867429211758,40.21241173345046
80.0,259.0,238.64107822785843,414.48569572418006
81.0,252.0,241.62348216359928,107.67212240914233
82.0,219.0,244.60588609934013,655.6614029323798
83.0,220.0,247.58829003508097,761.1137470597481
84.0,227.0,250.57069397082182,555.5776142661362
85.0,278.0,253.55309790656267,597.6510219661105
86.0,269.0,256.5355018423035,155.363714323219
87.0,234.0,259.51790577804434,651.1635152971486
88.0,287.0,262.5003097137852,600.2348241204471
89.0,265.0,265.4827136495261,0.23301246743879703
90.0,257.0,268.4651175852669,131.44892124399655
91.0,268.0,271.44752152100773,11.88540463781145
92.0,289.0,274.4299254567486,212.2870721959023
93.0,282.0,277.4123293924895,21.04672160301592
94.0,261.0,280.3947333282303,376.1556808731672
95.0,290.0,283.3771372639711,43.86231082027992
96.0,271.0,286.359541199712,235.9155058656503
97.0,291.0,289.3419451354529,2.749145933848386
98.0,311.0,292.3243490711937,348.7799376146238
99.0,281.0,295.3067530069345,204.68318160142977
100.0,277.0,298.2891569426754,453.2282033298638
1.0,11.0,3.0352979797848874,63.43647827081869
2.0,27.0,6.017639324910352,440.25945949954854
3.0,7.0,8.999980670035816,3.9999226805169115
4.0,-4.0,11.98232201516128,255.43461699630893
5.0,27.0,14.964663360286744,144.84932803122436
6.0,-5.0,17.947004705412212,526.5650249502102
7.0,11.0,20.929346050537674,98.59191299132812
8.0,32.0,23.91168739566314,65.42080078547451
9.0,54.0,26.894028740788606,734.7336779051941
10.0,18.0,29.87637008591407,141.04816641759453
11.0,25.0,32.85871143103953,61.75934535635139
12.0,16.0,35.841052776165,393.6673752665649
13.0,19.0,38.82339412129046,392.96695448801324
14.0,35.0,41.805735466415925,46.318035238831584
15.0,67.0,44.788076811541394,493.3695317299851
16.0,53.0,47.77041815666686,27.348526256119676
17.0,60.0,50.75275950179232,85.51145683169224
18.0,47.0,53.73510084691779,45.36158341815271
19.0,29.0,56.71744219204325,768.2566016692593
20.0,51.0,59.69978353716871,75.68623359359177
21.0,85.0,62.68212488229418,498.08754976951246
22.0,37.0,65.66446622741964,821.651624102881
23.0,62.0,68.64680757254511,44.18005090644308
24.0,85.0,71.62914891767058,178.7796586658299
25.0,74.0,74.61149026279604,0.37392034149436887
26.0,85.0,77.5938316079215,54.85133025182262
27.0,52.0,80.57617295304696,816.5976606424529
28.0,113.0,83.55851429817243,866.8010803309174
29.0,77.0,86.5408556432979,91.02792640624943
30.0,92.0,89.52319698842336,6.134553158155089
31.0,74.0,92.50553833354883,342.4549490144451
32.0,123.0,95.48787967867429,756.9167645751031
33.0,90.0,98.47022102379975,71.74464419201932
34.0,115.0,101.45256236892521,183.5330663678612
35.0,99.0,104.43490371405068,29.53817838100184
36.0,126.0,107.41724505917615,345.3187811907131
37.0,107.0,110.39958640430162,11.557187720312387
38.0,142.0,113.38192774942708,818.9940593390119
39.0,128.0,116.36426909455254,135.39023370398516
40.0,117.0,119.346610439678,5.5065805556057885
41.0,152.0,122.32895178480346,880.3711021885175
42.0,111.0,125.31129312992894,204.8131110507513
43.0,113.0,128.29363447505438,233.89525545657173
44.0,148.0,131.27597582017984,279.69298476720945
45.0,155.0,134.25831716530533,430.2174068150676
46.0,151.0,137.2406585104308,189.31947822658063
47.0,165.0,140.22299985555625,613.8997361577655
48.0,165.0,143.20534120068172,475.0071521787019
49.0,173.0,146.18768254580718,718.900367264413
50.0,122.0,149.17002389093264,738.2101982338504
51.0,159.0,152.1523652360581,46.89010186034561
52.0,176.0,155.13470658118356,435.36046945330446
53.0,135.0,158.11704792630903,534.3979048272685
54.0,152.0,161.0993892714345,82.79888511309709
55.0,143.0,164.08173061655995,444.43936578920125
56.0,176.0,167.0640719616854,79.85080990593676
57.0,158.0,170.04641330681088,145.11607355851015
58.0,147.0,173.02875465193637,677.4960687306991
59.0,171.0,176.01109599706183,25.111083091769093
60.0,209.0,178.9934373421873,900.39380253724
61.0,166.0,181.97577868731275,255.22550466599643
62.0,205.0,184.95812003243822,401.6769526341543
63.0,216.0,187.94046137756368,787.3377077039956
64.0,170.0,190.92280272268914,437.76367377256815
65.0,190.0,193.9051440678146,15.25015019038759
66.0,220.0,196.88748541294007,534.1883305370583
67.0,172.0,199.86982675806553,776.7272435245853
68.0,193.0,202.852168103191,97.06521633353397
69.0,204.0,205.83450944831645,3.3654249159623366
70.0,226.0,208.81685079344192,295.26061665483775
71.0,242.0,211.7991921385674,912.0887954831687
72.0,192.0,214.78153348369287,518.9982678686193
73.0,232.0,217.76387482881833,202.6672598895523
74.0,199.0,220.7462161739438,472.89791788389465
75.0,241.0,223.72855751906926,298.30272537209913
76.0,232.0,226.71089886419472,27.974590824776726
77.0,214.0,229.69324020932018,246.2777882674237
78.0,220.0,232.67558155444564,160.6703677434026
79.0,242.0,235.6579228995711,40.22194194778458
80.0,259.0,238.64026424469657,414.51884002578106
81.0,252.0,241.62260558982203,107.69031474439299
82.0,219.0,244.6049469349475,655.613307541477
83.0,220.0,247.58728828007295,761.0584746478506
84.0,227.0,250.56962962519844,555.5274406690322
85.0,278.0,253.5519709703239,597.7061234358849
86.0,269.0,256.53431231544937,155.39336944875726
87.0,234.0,259.51665366057483,651.099614033727
88.0,287.0,262.4989950057003,600.2992457306991
89.0,265.0,265.48133635082576,0.23168468262625588
90.0,257.0,268.4636776959513,131.41590631665076
91.0,268.0,271.44601904107674,11.875047231463443
92.0,289.0,274.4283603862022,212.33268103440128
93.0,282.0,277.41070173132766,21.06165859883891
94.0,261.0,280.3930430764531,376.0901197651665
95.0,290.0,283.3753844215786,43.885531561863665
96.0,271.0,286.35772576670405,235.8597407252855
97.0,291.0,289.3400671118295,2.755377193230017
98.0,311.0,292.322408456955,348.85242584882707
99.0,281.0,295.30474980208044,204.6258669001203
100.0,277.0,298.2870911472059,453.1402495094518
1.0,11.0,3.039418497330335,63.370857860646424
2.0,27.0,6.021697405759483,440.0891797355184
3.0,7.0,9.00397631418863,4.015921067829049
4.0,-4.0,11.986255222617778,255.5603560426742
5.0,27.0,14.968534131046926,144.75617095578275
6.0,-5.0,17.950813039476074,526.739819172985
7.0,11.0,20.933091947905222,98.66631564553956
8.0,32.0,23.91537085633437,65.36122839060766
9.0,54.0,26.897649764763518,734.537388273423
10.0,18.0,29.879928673192666,141.13270528014525
11.0,25.0,32.86220758162181,61.81430805651147
12.0,16.0,35.84448649005096,393.8036440538151
13.0,19.0,38.82676539848011,393.1006261663683
14.0,35.0,41.80904430690926,46.36308437345337
15.0,67.0,44.7913232153384,493.22532452556703
16.0,53.0,47.77360212376755,27.315234760687034
17.0,60.0,50.755881032196704,85.45373549090067
18.0,47.0,53.73815994062585,45.40279938545494
19.0,29.0,56.72043884905499,768.4227299841973
20.0,51.0,59.702717757484145,75.73729636642986
21.0,85.0,62.684996665913296,497.95937380030074
22.0,37.0,65.66727557434244,821.8126888552907
23.0,62.0,68.64955448277159,44.21657481934777
24.0,85.0,71.63183339120074,178.70787848061542
25.0,74.0,74.6141122996299,0.3771339165567175
26.0,85.0,77.59639120805905,54.81342314410539
27.0,52.0,80.57867011648818,816.7403856270547
28.0,113.0,83.56094902491733,866.6577223135156
29.0,77.0,86.54322793334649,91.07319938780465
30.0,92.0,89.52550684177562,6.123116390099249
31.0,74.0,92.50778575020477,342.5381333754829
32.0,123.0,95.49006465863393,756.7965424861421
33.0,90.0,98.47234356706308,71.78060551835512
34.0,115.0,101.45462247549223,183.47725228144026
35.0,99.0,104.43690138392137,29.55989665848607
36.0,126.0,107.41918029235052,345.24686100817536
37.0,107.0,110.40145920077967,11.569924694568668
38.0,142.0,113.3837381092088,818.8904446023483
39.0,128.0,116.36601701763796,135.3495600338896
40.0,117.0,119.34829592606711,5.514493756383383
41.0,152.0,122.33057483449626,880.2747896514265
42.0,111.0,125.31285374292541,204.857782266374
43.0,113.0,128.29513265135455,233.94108282253205
44.0,148.0,131.27741155978367,279.64496414085676
45.0,155.0,134.25969046821282,430.160439474342
46.0,151.0,137.24196937664198,189.2834066332572
47.0,165.0,140.22424828507113,613.837873039801
48.0,165.0,143.20652719350028,474.9554569676429
49.0,173.0,146.18880610192943,718.8401182399366
50.0,122.0,149.17108501035858,738.2678606401328
51.0,159.0,152.15336391878773,46.87642562855767
52.0,176.0,155.13564282721688,435.32140023346625
53.0,135.0,158.117921735646,534.4383053754541
54.0,152.0,161.10020064407516,82.81365176242593
55.0,143.0,164.0824795525043,444.47094408176235
56.0,176.0,167.06475846093346,79.83854136146016
57.0,158.0,170.0470373693626,145.13110937881927
58.0,147.0,173.02931627779176,677.5253058893153
59.0,171.0,176.01159518622092,25.116086310552657
60.0,209.0,178.99387409465004,900.367591847714
61.0,166.0,181.9761530030792,255.23746477779622
62.0,205.0,184.95843191150834,401.66445144564716
63.0,216.0,187.9407108199375,787.3237092903729
64.0,170.0,190.92298972836664,437.7714991733361
65.0,190.0,193.9052686367958,15.251123125540895
66.0,220.0,196.88754754522495,534.1854584742373
67.0,172.0,199.8698264536541,776.7272265567979
68.0,193.0,202.85210536208325,97.06398006558953
69.0,204.0,205.83438427051237,3.3649656519032125
70.0,226.0,208.81666317894152,295.26706430594396
71.0,242.0,211.79894208737068,912.1038990419903
72.0,192.0,214.78122099579983,518.9840300594709
73.0,232.0,217.76349990422898,202.67793497688828
74.0,199.0,220.74577881265813,472.87889616905125
75.0,241.0,223.72805772108728,298.3199900860927
76.0,232.0,226.7103366295164,27.980538573035865
77.0,214.0,229.69261553794556,246.2581824217703
78.0,220.0,232.6748944463747,160.65294922674042
79.0,242.0,235.65717335480386,40.231449851010126
80.0,259.0,238.639452263233,414.55190414116737
81.0,252.0,241.62173117166216,107.70846387324883
82.0,219.0,244.6040100800913,655.5653321814176
83.0,220.0,247.58628898852047,761.0033401581654
84.0,227.0,250.56856789694962,555.4773927131241
85.0,278.0,253.55084680537874,597.761091934059
86.0,269.0,256.5331257138079,155.4229544677173
87.0,234.0,259.51540462223704,651.0358730364754
88.0,287.0,262.49768353066617,600.363512363388
89.0,265.0,265.47996243909535,0.23036394294235316
90.0,257.0,268.46224134752447,131.38297670889955
91.0,268.0,271.44452025595365,11.864719793674986
92.0,289.0,274.42679916438277,212.3781825952347
93.0,282.0,277.40907807281195,21.07656414153603
94.0,261.0,280.3913569812411,376.02472557392696
95.0,290.0,283.37363588967025,43.908701322666126
96.0,271.0,286.3559147980994,235.80411928648743
97.0,291.0,289.3381937065285,2.7616001570214848
98.0,311.0,292.3204726149577,348.92474332854596
99.0,281.0,295.3027515233868,204.56870113974352
100.0,277.0,298.285030431816,453.0525204833325
1.0,11.0,3.0435288819474806,63.30543265240391
2.0,27.0,6.025745507220871,439.91935152786544
3.0,7.0,9.007962132494262,4.0319119255309035
4.0,-4.0,11.990178757767653,255.6858167053639
5.0,27.0,14.972395383041045,144.66327282189238
6.0,-5.0,17.954612008314434,526.9142124522532
7.0,11.0,20.936828633587826,98.7405632932909
8.0,32.0,23.919045258861217,65.30182952833337
9.0,54.0,26.90126188413461,734.3416074722558
10.0,18.0,29.883478509408,141.2170614835618
11.0,25.0,32.865695134681395,61.869159951750575
12.0,16.0,35.84791175995478,393.9396012309514
13.0,19.0,38.83012838522818,393.23399177463233
14.0,35.0,41.812345010501566,46.408044542105586
15.0,67.0,44.79456163577496,493.0814929473972
16.0,53.0,47.77677826104835,27.282045334257106
17.0,60.0,50.75899488632174,85.3961755110278
18.0,47.0,53.74121151159513,45.44393264406273
19.0,29.0,56.72342813686852,768.5884676601131
20.0,51.0,59.705644762141915,75.78825072460897
21.0,85.0,62.6878613874153,497.831529467193
22.0,37.0,65.67007801268869,821.9733732536555
23.0,62.0,68.65229463796209,44.25302395025912
24.0,85.0,71.63451126323547,178.63628917257958
25.0,74.0,74.61672788850886,0.38035328846459937
26.0,85.0,77.59894451378226,54.77562231007375
27.0,52.0,80.58116113905564,816.8827720566642
28.0,113.0,83.56337776432903,866.5147286455984
29.0,77.0,86.54559438960243,91.11837225080934
30.0,92.0,89.52781101487582,6.111718378169308
31.0,74.0,92.5100276401492,342.6211232390875
32.0,123.0,95.4922442654226,756.6766255531759
33.0,90.0,98.474460890696,71.81648738793594
34.0,115.0,101.45667751596937,183.42158390644946
35.0,99.0,104.43889414124277,29.581569479644926
36.0,126.0,107.42111076651616,345.17512515006155
37.0,107.0,110.40332739178956,11.582637335705128
38.0,142.0,113.38554401706294,818.7870911994424
39.0,128.0,116.36776064233634,135.30899247397957
40.0,117.0,119.34997726760973,5.5223931582824966
41.0,152.0,122.33219389288311,880.1787192094821
42.0,111.0,125.3144105181565,204.90234848230963
43.0,113.0,128.2966271434299,233.98680196511643
44.0,148.0,131.2788437687033,279.59706571143255
45.0,155.0,134.2610603939767,430.10361598228224
46.0,151.0,137.2432770192501,189.2474271690928
47.0,165.0,140.22549364452345,613.7761651575478
48.0,165.0,143.20771026979685,474.90389168511774
49.0,173.0,146.18992689507024,718.7800198916779
50.0,122.0,149.17214352034364,738.3253834901528
51.0,159.0,152.15436014561703,46.862785015916444
52.0,176.0,155.13657677089043,435.28242883694884
53.0,135.0,158.11879339616382,534.478608094508
54.0,152.0,161.1010100214372,82.82838341030016
55.0,143.0,164.08322664671059,444.5024458365673
56.0,176.0,167.06544327198398,79.82630392613632
57.0,158.0,170.04765989725738,145.1461089999836
58.0,147.0,173.02987652253077,677.5544717781986
59.0,171.0,176.01209314780417,25.12107772226547
60.0,209.0,178.99430977307756,900.3414459940288
61.0,166.0,181.97652639835093,255.24939575720404
62.0,205.0,184.95874302362432,401.6519811931268
63.0,216.0,187.94095964889772,787.3097454247861
64.0,170.0,190.9231762741711,437.77930540003695
65.0,190.0,193.9053928994445,15.252093699031576
66.0,220.0,196.8876095247179,534.1825934819107
67.0,172.0,199.8698261499913,776.7272096307387
68.0,193.0,202.85204277526466,97.06274684564467
69.0,204.0,205.83425940053806,3.3645075484622398
70.0,226.0,208.81647602581145,295.27349617151253
71.0,242.0,211.79869265108485,912.1189655836363
72.0,192.0,214.78090927635824,518.9698274576651
73.0,232.0,217.76312590163164,202.68858409279193
74.0,199.0,220.74534252690503,472.8599216124246
75.0,241.0,223.7275591521784,298.3372128414961
76.0,232.0,226.7097757774518,27.986472324835752
77.0,214.0,229.6919924027252,246.2386255671851
78.0,220.0,232.6742090279986,160.63557448540087
79.0,242.0,235.65642565327198,40.240935492465816
80.0,259.0,238.63864227854538,414.58488826103985
81.0,252.0,241.62085890381877,107.72656989443809
82.0,219.0,244.60307552909214,655.5174765483966
83.0,220.0,247.58529215436553,760.9483432417006
84.0,227.0,250.56750877963893,555.4274700783579
85.0,278.0,253.54972540491232,597.8159277751898
86.0,269.0,256.53194203018575,155.45246953864873
87.0,234.0,259.51415865545914,650.9722918959407
88.0,287.0,262.49637528073254,600.4276243826955
89.0,265.0,265.47859190600593,0.22905021249439025
90.0,257.0,268.4608085312793,131.35013219064498
91.0,268.0,271.4430251565527,11.854422228654892
92.0,289.0,274.4252417818261,212.42357711822714
93.0,282.0,277.40745840709945,21.091438282521477
94.0,261.0,280.38967503237285,375.95949786102307
95.0,290.0,283.37189165764624,43.93182019797945
96.0,271.0,286.35410828291964,235.7486411636215
97.0,291.0,289.33632490819303,2.767814811098914
98.0,311.0,292.31854153346643,348.99689043681883
99.0,281.0,295.3007581587398,204.51168391476367
100.0,277.0,298.2829747840132,452.96501565694257
1.0,11.0,3.0476291585546087,63.24020199987089
2.0,27.0,6.029783653835224,439.7499736049564
3.0,7.0,9.01193814911584,4.047895115867673
4.0,-4.0,11.994092644396456,255.81099951753683
5.0,27.0,14.976247139677072,144.57063284612377
6.0,-5.0,17.958401634957685,527.0882056320277
7.0,11.0,20.940556130238303,98.8146561784183
8.0,32.0,23.922710625518917,65.242603639105
9.0,54.0,26.90486512079953,734.1463341220658
10.0,18.0,29.88701961608015,141.30123535307425
11.0,25.0,32.86917411136077,61.92390119491057
12.0,16.0,35.85132860664138,394.0752474488584
13.0,19.0,38.833483101922,393.3670519542255
14.0,35.0,41.81563759720262,46.45291585640186
15.0,67.0,44.79779209248323,492.9380359686003
16.0,53.0,47.779946587763845,27.248957626598322
17.0,60.0,50.76210108304446,85.33877639988827
18.0,47.0,53.744255578325074,45.48498330576888
19.0,29.0,56.72641007360569,768.7538155697432
20.0,51.0,59.70856456888631,75.839096850462
21.0,85.0,62.69071906416692,497.7040158739253
22.0,37.0,65.67287355944754,822.1336781560657
23.0,62.0,68.65502805472815,44.28939840921873
24.0,85.0,71.63718255000876,178.5648902017904
25.0,74.0,74.61933704528938,0.3835783756677851
26.0,85.0,77.60149154057,54.73792742425734
27.0,52.0,80.5836460358506,817.024820702798
28.0,113.0,83.56580053113123,866.3720983731546
29.0,77.0,86.54795502641184,91.16344518638316
30.0,92.0,89.53010952169245,6.100358974834287
31.0,74.0,92.51226401697308,342.70391903411615
32.0,123.0,95.49441851225369,756.5570129790526
33.0,90.0,98.4765730075343,71.85228995205907
34.0,115.0,101.45872750281492,183.36606084302096
35.0,99.0,104.44088199809553,29.603196917200055
36.0,126.0,107.42303649337615,345.10357312643447
37.0,107.0,110.40519098865677,11.59532566922927
38.0,142.0,113.38734548393738,818.6839984555586
39.0,128.0,116.36949997921799,135.2685307334103
40.0,117.0,119.35165447449862,5.530278767429364
41.0,152.0,122.33380896977923,880.0828902415515
42.0,111.0,125.31596346505984,204.9468099329281
43.0,113.0,128.29811796034045,234.03241312849102
44.0,148.0,131.2802724556211,279.5492891582629
45.0,155.0,134.2624269509017,430.04693596668824
46.0,151.0,137.2445814461823,189.21153959071196
47.0,165.0,140.22673594146292,613.714612114005
48.0,165.0,143.20889043674353,474.8524559978476
49.0,173.0,146.19104493202414,718.7200718367485
50.0,122.0,149.17319942730478,738.3827671160768
51.0,159.0,152.1553539225854,46.84917992506719
52.0,176.0,155.137508417866,435.24355501461196
53.0,135.0,158.1196629131466,534.5188132175269
54.0,152.0,161.10181740842722,82.84308013634886
55.0,143.0,164.08397190370783,444.5338712363413
56.0,176.0,167.06612639898847,79.81409751885067
57.0,158.0,170.04828089426908,145.16107250720944
58.0,147.0,173.0304353895497,677.5835665695212
59.0,171.0,176.0125898848303,25.126057353503093
60.0,209.0,178.99474438011092,900.3153648148855
61.0,166.0,181.97689887539153,255.26129767448703
62.0,205.0,184.95905337067217,401.6395417995667
63.0,216.0,187.94120786595278,787.2958160216704
64.0,170.0,190.9233623612334,437.787092499478
65.0,190.0,193.905516856514,15.25306191651498
66.0,220.0,196.8876713517946,534.1797355426556
67.0,172.0,199.86982584707525,776.7271927463036
68.0,193.0,202.85198034235586,97.06151666616626
69.0,204.0,205.83413483763647,3.364050602631757
70.0,226.0,208.81628933291708,295.27991229001935
71.0,242.0,211.7984438281977,912.1339951985302
72.0,192.0,214.7805983234783,518.9556599756623
73.0,232.0,217.76275281875894,202.6992072997565
74.0,199.0,220.74490731403955,472.8409940961708
75.0,241.0,223.72706180932016,298.3543937390461
76.0,232.0,226.70921630460077,27.992392111502305
77.0,214.0,229.69137079988138,246.21911757937013
78.0,220.0,232.673525295162,160.6182434071109
79.0,242.0,235.65567979044263,40.25039892139803
80.0,259.0,238.63783428572324,414.6177925756678
81.0,252.0,241.61998878100385,107.74463290648585
82.0,219.0,244.60214327628447,655.4697403393978
83.0,220.0,247.58429777156508,760.89348355037
84.0,227.0,250.5664522668457,555.3776724455162
85.0,278.0,253.54860676212633,597.8706312731344
86.0,269.0,256.53076125740694,155.48191481978384
87.0,234.0,259.51291575268755,650.9088702037324
88.0,287.0,262.4950702479682,600.4915821520126
89.0,265.0,265.4772247432488,0.2277434555689076
