,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,x,y,prediction,squared_error,prediction,squared_error,prediction,squared_error,prediction,squared_error,prediction,squared_error,prediction,squared_error,prediction,squared_error,,,,,,,,
,11,25,11.11787,192.7135333369,32.8552066617399,61.7042716986429,32.8587114310395,61.7593453563514,32.8622075816218,61.8143080565115,32.8656951346814,61.8691599517506,32.8691741113608,61.9239011949106,32.8726445327505,61.9785319390455,32.8761064198891,62.0330523374183,32.8830046753093,62.141762710949,11.11787,192.7135333369,32.8552066617399,61.7042716986429
,12,16,12.127212,14.998486892944,35.8376105974808,393.53079421728,35.841052776165,393.667375266565,35.844486490051,393.803644053815,35.8479117599548,393.939601230951,35.8513286066414,394.075247448858,35.8547370508246,394.210583357388,35.8581371131674,394.345609605358,35.8649121747296,394.614735709719,12.127212,14.998486892944,35.8376105974808,393.53079421728
,13,19,13.136554,34.379998994916,38.8200145332216,392.832976097115,38.8233941212905,392.966954488013,38.8267653984801,393.100626166368,38.8301283852282,393.233991774632,38.833483101922,393.367051954226,38.8368295688988,393.499807345537,38.8401678064458,393.632258587927,38.8468196741498,393.896251178219,13.136554,34.379998994916,38.8200145332216,392.832976097115
,14,35,14.145896,434.893653642816,41.8024184689624,46.2728970268814,41.8057354664159,46.3180352388316,41.8090443069093,46.3630843734534,41.8123450105016,46.4080445421056,41.8156375972026,46.4529158564019,41.818922086973,46.4976984282077,41.8221984997241,46.5423923696379,41.82872717357,46.6315148110534,14.145896,434.893653642816,41.8024184689624,46.2728970268814
,15,67,15.155238,2687.87934683664,44.7848224047033,493.514115590573,44.7880768115414,493.369531729985,44.7913232153384,493.225324525567,44.794561635775,493.081492947397,44.7977920924832,492.9380359686,44.8010146050471,492.794952565331,44.8042291930024,492.652241716765,44.8106346729902,492.367933615504,15.155238,2687.87934683664,44.7848224047033,493.514115590573
,16,53,16.16458,1356.8481665764,47.7672263404441,27.3819201721416,47.7704181566669,27.3485262561197,47.7736021237676,27.315234760687,47.7767782610484,27.2820453342571,47.7799465877638,27.2489576265983,47.7831071231213,27.2159712888277,47.7862598862808,27.1830859734049,47.7925421724105,27.1176170261237,16.16458,1356.8481665764,47.7672263404441,27.3819201721416
,17,60,17.173922,1834.07295686208,50.749630276185,85.5693400272734,50.7527595017923,85.5114568316922,50.7558810321967,85.4537354909007,50.7589948863217,85.3961755110278,50.7621010830445,85.3387763998883,50.7651996411955,85.2815376669762,50.7682905795591,85.2244588234569,50.7744496718307,85.1107788575852,17.173922,1834.07295686208,50.749630276185,85.5693400272734
,18,47,18.183264,830.404273693696,53.7320342119258,45.3202846305399,53.7351008469178,45.3615834181527,53.7381599406259,45.4027993854549,53.7412115115951,45.4439326440627,53.7442555783251,45.4849833057689,53.7472921592697,45.5259514825417,53.7503212728375,45.5668372865219,53.7563571712509,45.6483622255133,18.183264,830.404273693696,53.7320342119258,45.3202846305399
,19,29,19.192606,96.184977071236,56.7144381476667,768.090081840842,56.7174421920433,768.256601669259,56.720438849055,768.422729984197,56.7234281368685,768.588467660113,56.7264100736057,768.753815569743,56.7293846773438,768.918774584111,56.7323519661158,769.083345572527,56.7382646706711,769.411326940201,19.192606,96.184977071236,56.7144381476667,768.090081840842
,20,51,20.201948,948.520006994704,59.6968420834075,75.6350622237283,59.6997835371687,75.6862335935918,59.7027177574841,75.7372963664299,59.7056447621419,75.788250724609,59.7085645688863,75.839096850462,59.711477195418,75.8898349262877,59.7143826593941,75.9404651343492,59.7201721700913,76.0414026760355,20.201948,948.520006994704,59.6968420834075,75.6350622237283
,21,85,21.21129,4068.9995234641,62.6792460191484,498.216058273703,62.6821248822942,498.087549769512,62.6849966659133,497.959373800301,62.6878613874153,497.831529467193,62.6907190641669,497.704015873925,62.6935697134922,497.576832126834,62.6964133526725,497.449977334847,62.7020796695116,497.19725106481,21.21129,4068.9995234641,62.6792460191484,498.216058273703
,22,37,22.220632,218.429718479424,65.6616499548892,821.490178136602,65.6644662274196,821.651624102881,65.6672755743424,821.812688855291,65.6700780126887,821.973373253656,65.6728735594475,822.133678156066,65.6756622315664,822.293604418881,65.6784440459508,822.453152896732,65.6839871689318,822.771119907444,22.220632,218.429718479424,65.6616499548892,821.490178136602
,23,62,23.229974,1503.11491604068,68.6440538906301,44.1434521015967,68.6468075725451,44.1800509064431,68.6495544827716,44.2165748193478,68.6522946379621,44.2530239502591,68.6550280547282,44.2893984092187,68.6577547496405,44.3256983063609,68.6604747392291,44.3619237519095,68.665894668352,44.4341517295638,23.229974,1503.11491604068,68.6440538906301,44.1434521015967
,24,85,24.239316,3691.86072014786,71.6264578263709,178.851630269836,71.6291489176706,178.77965866583,71.6318333912007,178.707878480615,71.6345112632355,178.63628917258,71.6371825500088,178.56489020179,71.6398472677147,178.493681029991,71.6425054325075,178.422661120592,71.6478021677722,178.281186950948,24.239316,3691.86072014786,71.6264578263709,178.851630269836
,25,74,25.248658,2376.69334680096,74.6088617621118,0.370712645361852,74.611490262796,0.373920341494369,74.6141122996299,0.377133916556718,74.6167278885089,0.380353288464599,74.6193370452894,0.383578375667785,74.6219397857889,0.386809097147085,74.6245361257858,0.390045372411566,74.6297096671925,0.396534264955636,25.248658,2376.69334680096,74.6088617621118,0.370712645361852
,26,85,26.258,3450.622564,77.5912656978526,54.8893439598152,77.5938316079215,54.8513302518226,77.5963912080591,54.8134231441054,77.5989445137823,54.7756223100738,77.60149154057,54.7379274242573,77.604032303863,54.7003381623017,77.6065668190642,54.6628542009631,77.6116171666127,54.5882008926925,26.258,3450.622564,77.5912656978526,54.8893439598152
,27,52,27.267342,611.704371744964,80.5736696335935,816.454596329741,80.576172953047,816.597660642453,80.5786701164882,816.740385627055,80.5811611390556,816.882772056664,80.5836460358506,817.024820702798,80.5861248219372,817.166532335374,80.5885975123425,817.307907722715,80.5935246660329,817.589652827031,27.267342,611.704371744964,80.5736696335935,816.454596329741
,28,113,28.276684,7178.04027403586,83.5560735693343,866.944803654453,83.5585142981724,866.801080330917,83.5609490249173,866.657722313516,83.563377764329,866.514728645598,83.5658005311312,866.372098373155,83.5682173400114,866.229830544807,83.5706282056208,866.0879242118,83.5754321654531,865.805192249851,28.276684,7178.04027403586,83.5560735693343,866.944803654453
,29,77,29.286026,2276.62331487268,86.5384775050752,90.9825531148249,86.5408556432979,91.0279264062494,86.5432279333465,91.0731993878047,86.5455943896024,91.1183722508093,86.5479550264118,91.1634451863832,86.5503098580855,91.2084183854459,86.5526588988992,91.2532920387175,86.5573396648733,91.3427414697612,29.286026,2276.62331487268,86.5384775050752,90.9825531148249
,30,92,30.295368,3807.46161025542,89.520881440816,6.14602883049049,89.5231969884234,6.13455315815509,89.5255068417756,6.12311639009925,89.5278110148758,6.11171837816931,89.5301095216925,6.10035897483429,89.5324023761597,6.08903803318218,89.5346895921775,6.07775540691794,89.5392471642936,6.05530451843731,30.295368,3807.46161025542,89.520881440816,6.14602883049049
,31,74,31.30471,1822.8877881841,92.5032853765569,342.371569726303,92.5055383335488,342.454949014445,92.5077857502048,342.538133375483,92.5100276401492,342.621123239088,92.5122640169731,342.703919034116,92.5144948942339,342.786521188613,92.5167202854559,342.868930129812,92.5211546637138,343.033170077207,31.30471,1822.8877881841,92.5032853765569,342.371569726303
,32,123,32.314052,8223.9411646587,95.4856893122977,757.037292619409,95.4878796786743,756.916764575103,95.4900646586339,756.796542486142,95.4922442654226,756.676625553176,95.4944185122537,756.557012979053,95.4965874123081,756.437703968811,95.4987509787342,756.318697729674,95.503062163134,756.081590404473,32.314052,8223.9411646587,95.4856893122977,757.037292619409
,33,90,33.323394,3212.23766767924,98.4680932480386,71.7086032574762,98.4702210237998,71.7446441920193,98.4723435670631,71.7806055183551,98.474460890696,71.8164873879359,98.4765730075343,71.8522899520591,98.4786799303822,71.8880133618664,98.4807816720125,71.9236577683433,98.4849696625542,71.9947101744655,33.323394,3212.23766767924,98.4680932480386,71.7086032574762
,34,115,34.332736,6507.2074812457,101.450497183779,183.58902656677,101.452562368925,183.533066367861,101.454622475492,183.47725228144,101.456677515969,183.421583906449,101.458727502815,183.366060843021,101.460772448456,183.310682692477,101.462812365291,183.255449057322,101.466877161974,183.145413749089,34.332736,6507.2074812457,101.450497183779,183.58902656677
,35,99,35.342078,4052.33103335809,104.43290111952,29.5164145744844,104.434903714051,29.5381783810018,104.436901383921,29.5598966584861,104.438894141243,29.5815694796449,104.440881998096,29.6031969172001,104.442864966531,29.6247790438859,104.444843058569,29.6463159324491,104.448784661395,29.6892542862498,35.342078,4052.33103335809,104.43290111952,29.5164145744844
,36,126,36.35142,8036.8678960164,107.415305055261,345.390886189004,107.417245059176,345.318781190713,107.419180292351,345.246861008175,107.421110766516,345.175125150062,107.423036493376,345.103573126434,107.424957484605,345.032204448741,107.426873751848,344.961018629811,107.430692160815,344.819193626422,36.35142,8036.8678960164,107.415305055261,345.390886189004
,37,107,37.360762,4849.62346922064,110.397708991002,11.5444263875355,110.399586404302,11.5571877203124,110.40145920078,11.5699246945687,110.40332739179,11.5826373357051,110.405190988657,11.5953256692293,110.407050002679,11.6079897207544,110.408904445126,11.6206295159989,110.412599660235,11.6458364410368,37.360762,4849.62346922064,110.397708991002,11.5444263875355
,38,142,38.370104,10739.1553449708,113.380112926743,819.097936085995,113.381927749427,818.994059339012,113.383738109209,818.890444602348,113.385544017063,818.787091199442,113.387345483937,818.683998455559,113.389142520753,818.581165697779,113.390935138404,818.478592254995,113.394507159655,818.27422063901,38.370104,10739.1553449708,113.380112926743,819.097936085995
,39,128,39.379446,7853.60259126692,116.362516862484,135.431013775978,116.364269094553,135.390233703985,116.366017017638,135.34956003389,116.367760642336,135.30899247398,116.369499979218,135.26853073341,116.371235038827,135.228174522199,116.372965831683,135.187923551222,116.376414659076,135.107736177754,39.379446,7853.60259126692,116.362516862484,135.431013775978
,40,117,40.388788,5869.27780410894,119.344920798224,5.49865354994579,119.346610439678,5.50658055560579,119.348295926067,5.51449375638338,119.34997726761,5.5223931582825,119.351654474499,5.53027876742936,119.353327556901,5.53815059007167,119.354996524961,5.54600863257783,119.358322158496,5.5616834032522,40.388788,5869.27780410894,119.344920798224,5.49865354994579
,41,152,41.39813,12232.7736474969,122.327324733965,880.467657443545,122.328951784803,880.371102188518,122.330574834496,880.274789651427,122.332193892883,880.178719209482,122.333808969779,880.082890241552,122.335420074976,879.987302128161,122.337027218239,879.891954251481,122.340229657916,879.701976745166,41.39813,12232.7736474969,122.327324733965,880.467657443545
,42,111,42.407472,4704.93489743078,125.309728669706,204.768334600611,125.311293129929,204.813111050751,125.312853742925,204.857782266374,125.314410518157,204.90234848231,125.31596346506,204.946809932928,125.31751259305,204.991166852139,125.319057911518,205.035419473393,125.322137157336,205.123612753551,42.407472,4704.93489743078,125.309728669706,204.768334600611
,43,113,43.416814,4841.8197739106,128.292132605447,233.849319622577,128.293634475054,233.895255456572,128.295132651355,233.941082822532,128.29662714343,233.986801965116,128.29811796034,234.032413128491,128.299605111124,234.07791655633,128.301088604796,234.123312491815,128.304044656756,234.213782855996,43.416814,4841.8197739106,128.292132605447,233.849319622577
,44,148,44.426156,10727.5411609363,131.274536541188,279.741127912059,131.27597582018,279.692984767209,131.277411559784,279.644964140857,131.278843768703,279.597065711433,131.280272455621,279.549289158263,131.281697629198,279.501634161559,131.283119298074,279.454100402418,131.285952156177,279.359395325615,44.426156,10727.5411609363,131.274536541188,279.741127912059
,45,155,45.435498,12004.380098508,134.256940476929,430.274518377677,134.258317165305,430.217406815068,134.259690468213,430.160439474342,134.261060393977,430.103615982282,134.262426950902,430.046935966688,134.263790147272,429.990399056362,134.265149991353,429.934004881107,134.267859655597,429.821643260028,45.435498,12004.380098508,134.256940476929,430.274518377677
,46,151,46.44484,10931.7814826256,137.23934441267,189.355642193128,137.240658510431,189.319478226581,137.241969376642,189.283406633257,137.24327701925,189.247427169093,137.244581446182,189.211539590712,137.245882665346,189.175743655417,137.247180684631,189.140039121189,137.249767155017,189.068903291246,46.44484,10931.7814826256,137.23934441267,189.355642193128
,47,165,47.454182,13817.0193292891,140.22174834841,613.961754909501,140.222999855556,613.899736157766,140.224248285071,613.837873039801,140.225493644523,613.776165157548,140.226735941463,613.714612114005,140.227975183421,613.653213513224,140.229211377909,613.591968960301,140.231674654437,613.469940423642,47.454182,13817.0193292891,140.22174834841,613.961754909501
,48,165,48.463524,13580.7502384986,143.204152284151,475.058977652467,143.205341200682,475.007152178702,143.2065271935,474.955456967643,143.207710269797,474.903891685118,143.208890436744,474.852455997848,143.210067701495,474.80114957344,143.211242071188,474.749972080387,143.213582153858,474.648002566714,48.463524,13580.7502384986,143.204152284151,475.058977652467
,49,173,49.472866,15258.952834254,146.186556219892,718.960767349005,146.187682545807,718.900367264413,146.188806101929,718.840118239937,146.18992689507,718.780019891678,146.191044932024,718.720071836749,146.192160219569,718.660273693259,146.193272764466,718.600625080325,146.195489653278,718.481774927539,49.472866,15258.952834254,146.186556219892,718.960767349005
,50,122,50.482208,5114.79457255527,149.168960155633,738.152395938373,149.170023890933,738.21019823385,149.171085010359,738.267860640133,149.172143520344,738.325383490153,149.173199427305,738.382767116077,149.174252737643,738.440011849306,149.175303457744,738.497118020487,149.177397152698,738.610915995478,50.482208,5114.79457255527,149.168960155633,738.152395938373
,51,159,51.49155,11558.0668214025,152.151364091374,46.9038138089237,152.152365236058,46.8901018603456,152.153363918788,46.8764256285577,152.154360145617,46.8627850159164,152.155353922585,46.8491799250672,152.156345255717,46.8356102589427,152.157334151023,46.8220759207619,152.159304652118,46.7951128425316,51.49155,11558.0668214025,152.151364091374,46.9038138089237
,52,176,52.500892,15252.0296767957,155.133768027115,435.399636746261,155.134706581184,435.360469453304,155.135642827217,435.321400233466,155.13657677089,435.282428836949,155.137508417866,435.243555014612,155.138437773791,435.20477851797,155.139364844301,435.166099099188,155.141212151538,435.089030507128,52.500892,15252.0296767957,155.133768027115,435.399636746261
,53,135,53.510234,6640.58196273476,158.116171962856,534.357406216308,158.117047926309,534.397904827269,158.117921735646,534.438305375454,158.118793396164,534.478608094508,158.119662913147,534.518813217527,158.120530291866,534.558920977078,158.121395537579,534.598931605191,158.123119650959,534.678662392551,53.510234,6640.58196273476,158.116171962856,534.357406216308
,54,152,54.519576,9502.43306321978,161.098575898596,82.7840833825189,161.099389271435,82.7988851130971,161.100200644075,82.8136517624259,161.101010021437,82.8283834103002,161.101817408427,82.8430801363489,161.10262280994,82.8577420200372,161.103426230858,82.8723691406661,161.105027150379,82.9015194091364,54.519576,9502.43306321978,161.098575898596,82.7840833825189
,55,143,55.528918,7651.19018625072,164.080979834337,444.407710775733,164.08173061656,444.439365789201,164.082479552504,444.470944081762,164.083226646711,444.502445836567,164.083971903708,444.533871236341,164.084715328014,444.565220463388,164.085456924136,444.596493699592,164.086934649799,444.658812924898,55.528918,7651.19018625072,164.080979834337,444.407710775733
,56,176,56.53826,14271.1073238276,167.063383770078,79.8631096409039,167.064071961685,79.8508099059368,167.064758460933,79.8385413614602,167.065443271984,79.8263039261363,167.066126398988,79.8140975188507,167.066807846088,79.8019220587117,167.067487617414,79.7897774650471,167.068842149219,79.7655805555611,56.53826,14271.1073238276,167.063383770078,79.8631096409039
,57,158,57.547602,10090.6842639504,170.045787705819,145.101001453658,170.046413306811,145.11607355851,170.047037369363,145.131109378819,170.047659897257,145.146108999984,170.048280894269,145.161072507209,170.048900364162,145.175999985512,170.049518310693,145.190891519716,170.05074964864,145.220567094186,57.547602,10090.6842639504,170.045787705819,145.101001453658
,58,147,58.556944,7822.17415461914,173.02819164156,677.466760129762,173.028754651936,677.496068730699,173.029316277792,677.525305889315,173.029876522531,677.554471778199,173.03043538955,677.583566569521,173.030992882237,677.612590435048,173.031549003971,677.641543546141,173.03265714806,677.699238188427,58.556944,7822.17415461914,173.02819164156,677.466760129762
,59,171,59.566286,12417.4726158338,176.010595577301,25.1060680392645,176.011095997062,25.1110830917691,176.011595186221,25.1160863105527,176.012093147804,25.1210777222655,176.01258988483,25.1260573535031,176.013085400311,25.1310252308083,176.013579697249,25.1359813806704,176.01456464748,25.1458586037562,59.566286,12417.4726158338,176.010595577301,25.1060680392645
,60,209,60.575628,22029.7942035944,178.992999513041,900.42007822433,178.993437342187,900.39380253724,178.99387409465,900.367591847714,178.994309773078,900.341445994029,178.994744380111,900.315364814886,178.995177918385,900.289348149378,178.995610390528,900.263395837014,178.9964721469,900.211683631735,60.575628,22029.7942035944,178.992999513041,900.42007822433
,61,166,61.58497,10902.4984899009,181.975403448782,255.213515351366,181.975778687313,255.225504665996,181.976153003079,255.237464777796,181.976526398351,255.249395757204,181.976898875392,255.261297674487,181.977270436459,255.273170599748,181.977641083806,255.285014602924,181.97837964632,255.308616121947,61.58497,10902.4984899009,181.975403448782,255.213515351366
,62,205,62.594312,20279.3799747533,184.957807384523,401.689484835874,184.958120032438,401.676952634154,184.958431911508,401.664451445647,184.958743023624,401.651981193127,184.959053370672,401.639541799567,184.959362954533,401.627133188136,184.959671777084,401.614755282191,184.960287145741,401.590091281167,62.594312,20279.3799747533,184.957807384523,401.689484835874
,63,216,63.603654,23224.6462741517,187.940211320264,787.35174075144,187.940461377564,787.337707703996,187.940710819938,787.323709290373,187.940959648898,787.309745424786,187.941207865953,787.29581602167,187.941455472607,787.281920995675,187.941702470363,787.268060261655,187.942194645161,787.24044133004,63.603654,23224.6462741517,187.940211320264,787.35174075144
,64,170,64.612996,11106.420612096,190.922615256005,437.755829150807,190.922802722689,437.763673772568,190.922989728367,437.771499173336,190.923176274171,437.779305400037,190.923362361233,437.787092499478,190.923547990682,437.794860518354,190.923733163641,437.802609503249,190.924102144581,437.818050556863,64.612996,11106.420612096,190.922615256005,437.755829150807
,65,190,65.622338,15469.8028045862,193.905019191746,15.2491748879023,193.905144067815,15.2501501903876,193.905268636796,15.2511231255409,193.905392899445,15.2520936990316,193.905516856514,15.253061916515,193.905640508756,15.2540277836338,193.905763856919,15.2549913060173,193.906009644001,15.2569113390314,65.622338,15469.8028045862,193.905019191746,15.2491748879023
,66,220,66.63168,23521.8415796224,196.887423127487,534.191209687843,196.88748541294,534.188330537058,196.887547545225,534.185458474237,196.887609524718,534.182593481911,196.887671351795,534.179735542656,196.88773302683,534.17688463909,196.887794550198,534.174040753874,196.887917143422,534.168373969348,66.63168,23521.8415796224,196.887423127487,534.191209687843
,67,172,67.641022,10890.7962892045,199.869827063227,776.727260534203,199.869826758066,776.727243524585,199.869826453654,776.727226556798,199.869826149991,776.727209630739,199.869825847075,776.727192746304,199.869825544904,776.727175903388,199.869825243476,776.727159101891,199.869824642842,776.72712562275,67.641022,10890.7962892045,199.869827063227,776.727260534203
,68,193,68.650364,15462.8319733325,202.852230998968,97.066455657031,202.852168103191,97.065216333534,202.852105362083,97.0639800655895,202.852042775265,97.0627468456447,202.851980342356,97.0615166661663,202.851918062978,97.0602895196367,202.851855936754,97.0590653985616,202.851732142262,97.0566262028781,68.650364,15462.8319733325,202.852230998968,97.066455657031
,69,204,69.659706,18047.3145920064,205.834634934709,3.36588534365507,205.834509448316,3.36542491596234,205.834384270512,3.36496565190321,205.834259400538,3.36450754846224,205.834134837636,3.36405060263176,205.834010581052,3.3635948114122,205.833886630033,3.36314017181252,205.833639641682,3.36223433554842,69.659706,18047.3145920064,205.834634934709,3.36588534365507
,70,226,70.669048,24127.7046492263,208.81703887045,295.254153179628,208.816850793442,295.260616654838,208.816663178942,295.267064305944,208.816476025811,295.273496171513,208.816289332917,295.279912290019,208.816103099127,295.286312699847,208.815917323311,295.292697439283,208.815547141102,295.305420059673,70.669048,24127.7046492263,208.81703887045,295.254153179628
,71,242,71.67839,29009.4508329921,211.799442806191,912.073654816541,211.799192138567,912.088795483169,211.798942087371,912.10389904199,211.798692651085,912.118965583636,211.798443828198,912.13399519853,211.798195617201,912.148987976872,211.797948016589,912.16394400864,211.797454640523,912.193746191286,71.67839,29009.4508329921,211.799442806191,912.073654816541
,72,192,72.687732,14235.4172953038,214.781846741932,519.012540972862,214.781533483693,518.998267868619,214.7812209958,518.984030059471,214.780909276358,518.969827457665,214.780598323478,518.955659975662,214.780288135275,518.941527526148,214.779978709868,518.927430022024,214.779362139943,518.899339502662,72.687732,14235.4172953038,214.781846741932,519.012540972862
,73,232,73.697074,25059.8163801615,217.764250677673,202.656558768148,217.763874828818,202.667259889552,217.763499904229,202.677934976888,217.763125901632,202.688584092792,217.762752818759,202.699207299757,217.762380653349,202.709804660128,217.762009403146,202.720376236103,217.761269639363,202.741442282923,73.697074,25059.8163801615,217.764250677673,202.656558768148
,74,199,74.706416,15448.8950235651,220.746654613413,472.916986875092,220.746216173944,472.897917883895,220.745778812658,472.878896169051,220.745342526905,472.859921612425,220.74490731404,472.840994096171,220.744473171423,472.822113502746,220.744040096424,472.80327971491,220.743177138783,472.76575208851,74.706416,15448.8950235651,220.746654613413,472.916986875092
,75,241,75.715758,27318.8806535146,223.729058549154,298.285418598544,223.728557519069,298.302725372099,223.728057721087,298.319990086093,223.727559152178,298.337212841496,223.72706180932,298.354393739046,223.726565689497,298.371532879247,223.726070789703,298.388630362363,223.725084638204,298.422700757232,75.715758,27318.8806535146,223.729058549154,298.285418598544
,76,232,76.7251,24110.29457001,226.711462484895,27.9686290486726,226.710898864195,27.9745908247767,226.710336629516,27.9805385730359,226.709775777452,27.9864723248358,226.709216304601,27.9923921115023,226.708658207572,27.9982979642991,226.708101482981,28.0041899144277,226.706992137624,28.0159322311767,76.7251,24110.29457001,226.711462484895,27.9686290486726
,77,214,77.734442,18568.3022970514,229.693866420636,246.297443228763,229.69324020932,246.277788267424,229.692615537946,246.25818242177,229.691992402725,246.238625567185,229.691370799881,246.21911757937,229.690750725646,246.199658334354,229.690132176259,246.18024770849,229.688899637044,246.141571821239,77.734442,18568.3022970514,229.693866420636,246.297443228763
,78,220,78.743784,19953.3185586387,232.676270356377,160.687830147956,232.675581554446,160.670367743403,232.674894446375,160.65294922674,232.674209027999,160.635574485401,232.673525295162,160.618243407111,232.67284324372,160.600955879899,232.672162869538,160.58371179209,232.670807136464,160.549353489472,78.743784,19953.3185586387,232.676270356377,160.687830147956
,79,242,79.753126,26324.0481227719,235.658674292118,40.2124117334505,235.657922899571,40.2219419477846,235.657173354804,40.2314498510101,235.656425653272,40.2409354924658,235.655679790443,40.250398921398,235.654935761794,40.2598401869592,235.654193562816,40.2692593382055,235.652714635884,40.2880314935158,79.753126,26324.0481227719,235.658674292118,40.2124117334505
,80,259,80.762468,31768.617813451,238.641078227858,414.48569572418,238.640264244697,414.518840025781,238.639452263233,414.551904141167,238.638642278545,414.58488826104,238.637834285723,414.617792575668,238.637028279868,414.650617274883,238.636224256094,414.683362548079,238.634622135305,414.748615571823,80.762468,31768.617813451,238.641078227858,414.48569572418
,81,252,81.77181,28977.6366706761,241.623482163599,107.672122409142,241.622605589822,107.690314744393,241.621731171662,107.708463873249,241.620858903819,107.726569894438,241.619988781004,107.744632906486,241.619120797943,107.76265300771,241.618254949373,107.780630296224,241.616529634725,107.816456826547,81.77181,28977.6366706761,241.623482163599,107.672122409142
,82,219,82.781152,18555.5745504471,244.60588609934,655.66140293238,244.604946934948,655.613307541477,244.604010080091,655.565332181418,244.603075529092,655.517476548397,244.602143276284,655.469740339398,244.601213316017,655.422123252188,244.600285642651,655.374624985325,244.598437134145,655.279983710778,82.781152,18555.5745504471,244.60588609934,655.66140293238
,83,220,83.790494,18553.029524764,247.588290035081,761.113747059748,247.587288280073,761.058474647851,247.58628898852,761.003340158165,247.585292154366,760.948343241701,247.584297771565,760.89348355037,247.583305834091,760.838760736989,247.582316335929,760.784174455277,247.580344633565,760.675410106235,83.790494,18553.029524764,247.588290035081,761.113747059748
,84,227,84.799836,20220.8866416269,250.570693970822,555.577614266136,250.569629625198,555.527440669032,250.56856789695,555.477392713124,250.567508779639,555.427470078358,250.566452266846,555.377672445516,250.565398352165,555.32799949622,250.564347029208,555.27845091293,250.562252132986,555.179725578381,84.799836,20220.8866416269,250.570693970822,555.577614266136
