Feature_1,Feature_2,Target
2.519954003,2.097210604,1
0.948256971,1.25454157,1
1.028536126,1.135155778,1
2.384131841,2.230153551,1
2.575749827,-3.294325599,0
2.414864754,2.060262344,1
2.137871699,1.956669169,1
1.61560428,1.585782146,1
1.766971477,1.742437469,1
3.196211286,2.672202843,1
2.96154335,2.43567348,1
1.858459148,-2.337680257,0
1.05723719,-0.648536857,0
3.445009792,2.60133166,1
1.979883363,-2.255084646,0
2.047912717,1.720827769,1
2.029911589,1.838870469,1
2.176080721,-3.330978553,0
1.415208981,-0.684535435,0
1.545354893,-1.142213058,0
1.90684896,-1.878083232,0
2.108071974,-1.159200353,0
1.406154449,1.490224438,1
1.495776242,1.495494398,1
0.860449194,-0.548693106,0
1.942320925,-3.216734515,0
0.802801566,-0.948078887,0
1.7542398,-1.213575207,0
1.615277011,-2.818645954,0
1.13474524,-0.460049034,0
1.410888734,1.396573227,1
0.735871218,0.935844369,1
3.392576257,2.577949491,1
-0.100135059,0.567273652,1
1.287636684,-1.884727047,0
2.027127629,1.863257255,1
0.445624258,0.759482179,1
0.422509679,0.712911728,1
2.608049492,-1.558037518,0
1.421749071,1.506343029,1
0.681874173,-0.994566751,0
1.023519934,1.294289944,1
2.204958474,2.001972182,1
1.613022682,1.58513112,1
1.470299888,1.469548088,1
1.53861345,1.484674188,1
1.037039635,0.17873123,0
1.309480923,-0.523944142,0
2.310213653,-2.618128111,0
1.153097102,1.28047655,1
0.117239413,-1.108235505,0
0.958980089,-2.608367361,0
2.542641263,2.243581127,1
1.944080604,1.768558856,1
0.802076483,1.156278187,1
1.913924479,1.76273199,1
1.485940576,-0.958821628,0
1.055994657,-1.709159038,0
1.093185742,1.371497571,1
3.731886753,2.915992366,1
1.716421627,1.590313177,1
1.321120664,-0.472094415,0
0.120409561,1.117773914,0
1.442683686,1.594887305,1
0.850135497,-0.923584957,0
3.422786399,-4.076534084,0
2.192904629,1.929928791,1
0.925912231,-1.071046649,0
1.083319157,-1.11866191,0
1.491455319,-1.585550881,0
0.783718828,1.163326588,1
2.115006906,-1.42619726,0
0.400318364,0.747852868,1
1.772061803,-1.687072371,0
2.37456561,-2.772392871,0
2.069326715,-1.860855607,0
0.522042716,0.530447691,0
0.744372816,1.02598914,1
1.03455808,1.164496791,1
-0.176172855,0.321315999,0
1.173318143,1.133242927,1
1.285898629,1.396440976,1
1.32422661,-1.890571284,0
0.77546376,0.941697265,1
1.375905733,1.387891156,1
-0.311047787,0.516693723,0
1.13523053,-1.546348346,0
0.112841658,-0.159507703,0
0.702462117,1.001611051,1
2.997025384,2.446660941,1
1.147766067,1.253624884,1
1.357085183,-1.589994655,0
2.276176595,-2.481499112,0
0.58929843,1.034639163,1
1.352282653,1.419122044,1
1.158794699,-1.636475506,0
1.198027255,1.371356428,1
3.216986838,-3.372207116,0
0.646338754,0.944050396,1
1.960601524,-1.831359758,0
0.971904782,-0.292780375,0
1.654166817,-0.2421259,0
1.095505468,1.239026421,1
3.054471781,2.329259477,1
1.182728918,1.254655884,1
1.176595613,-0.145301762,0
-0.901219908,-0.04691632,1
2.531916757,-3.458899578,0
1.363042219,-2.137346859,0
2.373549842,1.947255656,1
1.806402029,-2.88436575,0
-0.298288283,0.273039434,1
0.846586042,0.074856522,0
1.747150181,-2.045106137,0
2.158410095,-2.345371777,0
2.012068304,-2.748852453,0
0.95189633,-0.675930679,0
2.534424279,-2.665298718,0
1.034228571,-1.08940019,0
1.718544582,-1.674572527,0
2.201641063,1.991803969,1
1.975052587,-1.318080109,0
0.989619439,-0.48704561,0
2.692180428,2.189171514,1
0.526874915,-0.758364324,0
1.178214419,-2.033643427,0
0.612335485,-0.929170462,0
0.009339607,0.145549799,0
0.907215501,-1.036216044,0
-0.051865438,0.544514202,1
1.464543983,1.492943381,1
0.979074,1.355879792,1
0.905062046,1.104642105,1
0.606795223,0.870588612,1
2.267547599,-5.434779633,0
1.685684186,1.555092402,1
3.096211218,2.481003926,1
0.629858863,0.94106538,1
1.951178035,-2.60989894,0
1.791300954,-2.444023598,0
1.693713771,-1.205266435,0
2.845241965,-3.719033297,0
1.515745725,1.492665578,1
0.02870444,0.504389363,1
3.144878385,2.504266062,1
0.918046852,0.0920414,0
2.546836005,-2.052764987,0
1.949579825,1.72464081,1
2.548761795,2.132665515,1
0.806208873,-0.563792851,0
1.264852397,1.325402915,1
1.066622588,-0.88473519,0
1.185438002,-2.015703063,0
0.357517256,-0.432117479,0
-0.251384234,0.230135918,0
-0.396362161,0.960831063,0
2.941128423,-3.667115919,0
1.521370078,-0.898844513,0
1.60894186,1.715982555,1
3.343678199,-2.827186382,0
1.671845046,-1.275241272,0
2.55835884,2.254531691,1
1.080216351,-1.46362306,0
1.63139443,-2.814630546,0
1.181181683,-1.849074925,0
0.230453678,0.2028809,0
-0.620498446,0.216181041,1
0.88697869,1.084204625,1
1.869575208,-2.684481224,0
1.677111472,1.509381,1
2.063632097,1.83407547,1
2.525321733,2.225507754,1
0.986978361,1.100668943,1
0.150647347,0.530142124,0
1.931790114,1.845467174,1
1.069916346,0.820329621,0
0.7304976,-0.221420117,0
1.460911233,-1.733460745,0
1.729875637,1.572054223,1
0.556822287,-0.372243402,0
0.964206642,-0.069479083,0
0.291004003,-1.305324873,0
2.202369354,-2.74701217,0
2.638810428,-1.563609802,0
2.028709397,-2.319032554,0
1.184060743,1.261954631,1
2.939307173,2.476460747,1
2.567533737,2.196822223,1
3.436695106,-4.413242902,0
1.870524966,1.768258252,1
1.333454388,1.498920043,1
2.621844754,2.12642599,1
1.520363327,0.060307777,0
2.098378656,-2.754138797,0
0.629564001,0.975586436,1
1.415895724,0.195011861,0
1.340488346,1.360414481,1
0.417258902,-0.878001889,0
2.320882914,-3.476465664,0
0.425204666,-0.075796747,0
1.095994361,1.233583688,1
1.411788948,1.543108741,1
1.467065644,-0.594498084,0
0.855582495,-0.635680638,0
1.669806129,1.599785457,1
1.108220269,-1.266648334,0
0.714839962,-1.210774474,0
1.01820267,1.203658247,1
0.877196387,1.110911468,1
0.932081317,-1.438842278,0
3.073674041,-3.516813326,0
0.191820646,0.858928456,1
1.16731233,1.447258402,1
2.565806687,-2.166869939,0
1.69654381,-1.721219561,0
0.991058806,1.185948563,1
0.706402927,1.005988477,1
1.805622893,1.65434727,1
2.763005456,2.33876428,1
2.760020416,-2.670751848,0
1.441239502,-0.286606091,0
0.681659002,-1.028199152,0
1.146539855,1.311555128,1
0.941402034,1.250941811,1
2.139994807,1.928579733,1
1.884738269,1.671359334,1
0.127475823,0.602432768,1
1.633777264,-2.124163384,0
1.438293427,-1.758067254,0
1.898478167,1.673742174,1
0.19743324,0.642016023,1
1.28173788,1.290880408,1
1.7532468,1.615448419,1
1.653722453,-2.199653307,0
2.096394148,-2.647726403,0
2.261163549,-2.825695361,0
0.720177677,0.95384516,1
-0.637983612,0.182410339,1
1.670345766,1.591573044,1
0.717900659,-0.176235074,0
0.993046025,-1.643849327,0
1.977551917,1.785408591,1
2.816812775,-2.973842896,0
1.813691998,-1.381716053,0
2.091848263,-3.052358082,0
3.166882507,-3.672490774,0
1.748790863,1.701538784,1
1.928353688,1.67945359,1
1.784723774,1.682323675,1
1.485085927,-1.294586883,0
2.292816543,2.05941849,1
3.201669508,2.636068261,1
1.312945336,1.427815283,1
1.536170097,1.485732668,1
1.55985148,1.521012051,1
2.204020341,1.990615517,1
0.696358243,0.896448986,1
0.775040417,1.011495754,1
2.515617722,-2.598853445,0
1.742202107,-1.001253127,0
-0.013665036,0.578448971,1
1.832367758,-1.830506783,0
2.282969186,2.027814014,1
2.778945888,2.337844283,1
1.965511688,-0.69782152,0
1.551246179,-1.313620347,0
1.624091039,-1.148655845,0
2.25804982,2.074232749,1
0.64233585,-0.832735399,0
0.710777721,1.108618215,1
1.745202884,1.730596841,1
1.352705374,1.467258502,1
